order_id,order_date,ship_date,ship_mode
US-2016-139262,2014-09-23,2014-09-28,Standard Class
CA-2017-146192,2014-09-23,2014-09-28,Standard Class
CA-2017-134810,2017-06-19,2017-06-23,First Class
CA-2015-154284,2017-06-19,2017-06-23,Second Class
CA-2014-156244,2017-06-19,2017-06-23,Standard Class
CA-2015-106362,2017-12-21,2017-12-21,Standard Class
US-2017-168802,2017-08-07,2017-08-13,Standard Class
US-2017-146906,2017-08-07,2017-08-13,Standard Class
CA-2016-166380,2016-08-22,2016-08-26,Standard Class
US-2015-158911,2015-09-07,2015-09-07,Standard Class
US-2014-103338,2015-09-07,2015-09-07,Standard Class
CA-2015-109169,2015-12-25,2016-01-01,Standard Class
US-2017-167318,2015-12-25,2016-01-01,Standard Class
US-2014-120313,2015-12-25,2016-01-01,Second Class
CA-2017-135419,2015-12-25,2016-01-01,Standard Class
CA-2016-128671,2015-05-02,2015-05-07,Standard Class
CA-2016-149335,2015-05-02,2015-05-07,Same Day
CA-2014-168312,2016-11-24,2016-11-27,Standard Class
US-2017-105935,2015-11-24,2015-11-29,Standard Class
CA-2014-161508,2015-11-24,2015-11-29,Standard Class
CA-2017-130904,2015-11-24,2015-11-29,Standard Class
CA-2017-133620,2015-11-24,2015-11-29,Standard Class
CA-2015-142937,2017-09-04,2017-09-10,First Class
US-2016-149790,2017-05-11,2017-05-12,Standard Class
CA-2016-130778,2017-05-11,2017-05-12,Standard Class
CA-2017-144456,2017-05-11,2017-05-12,First Class
CA-2017-103478,2014-05-11,2014-05-18,Second Class
CA-2017-118577,2017-07-27,2017-07-31,Standard Class
CA-2017-113572,2017-05-06,2017-05-09,Standard Class
CA-2016-153269,2014-09-19,2014-09-24,First Class
CA-2017-161655,2014-09-19,2014-09-24,Second Class
CA-2016-101469,2015-03-29,2015-04-04,Standard Class
CA-2014-153087,2014-11-18,2014-11-25,Standard Class
CA-2017-135076,2015-07-02,2015-07-09,Standard Class
CA-2014-161634,2015-07-02,2015-07-09,Standard Class
CA-2017-141481,2014-09-08,2014-09-13,First Class
CA-2016-132549,2014-09-08,2014-09-13,Standard Class
US-2014-155544,2017-10-02,2017-10-08,Standard Class
US-2015-115238,2017-10-02,2017-10-08,Standard Class
CA-2017-132199,2017-11-19,2017-11-23,Standard Class
CA-2016-163174,2016-12-30,2017-01-01,Standard Class
CA-2014-110555,2017-12-01,2017-12-04,Standard Class
CA-2017-147207,2017-12-01,2017-12-04,Second Class
CA-2017-137631,2016-06-13,2016-06-17,Standard Class
CA-2017-157273,2014-05-19,2014-05-23,First Class
CA-2014-109918,2017-01-30,2017-02-06,Second Class
CA-2016-118745,2017-01-30,2017-02-06,Standard Class
CA-2016-163972,2017-01-30,2017-02-06,Standard Class
CA-2014-165393,2015-11-28,2015-12-04,First Class
CA-2016-113726,2017-10-23,2017-10-28,Standard Class
CA-2016-152940,2017-10-23,2017-10-28,First Class
CA-2015-158701,2017-10-23,2017-10-28,Standard Class
CA-2017-156272,2017-10-23,2017-10-28,Standard Class
CA-2015-162964,2017-09-07,2017-09-11,Standard Class
CA-2014-103527,2017-09-07,2017-09-11,Second Class
CA-2016-134544,2017-09-07,2017-09-11,Second Class
CA-2016-163048,2016-12-29,2017-01-03,Standard Class
CA-2016-145135,2016-12-29,2017-01-03,First Class
CA-2017-137582,2015-12-05,2015-12-09,Standard Class
CA-2015-149601,2015-12-05,2015-12-09,Standard Class
CA-2014-139423,2014-11-01,2014-11-08,Standard Class
CA-2016-102596,2016-04-16,2016-04-23,First Class
CA-2017-153227,2017-05-14,2017-05-18,First Class
CA-2017-110625,2017-05-14,2017-05-18,Standard Class
CA-2016-142594,2015-03-14,2015-03-18,Second Class
CA-2014-152254,2015-03-14,2015-03-18,Same Day
US-2014-120236,2017-01-14,2017-01-16,First Class
CA-2017-120061,2017-01-14,2017-01-16,Second Class
CA-2015-133837,2015-03-08,2015-03-13,Standard Class
CA-2015-110814,2014-10-11,2014-10-13,Second Class
CA-2016-154067,2014-10-11,2014-10-13,Standard Class
CA-2017-140480,2015-04-13,2015-04-14,Standard Class
CA-2015-134082,2015-04-13,2015-04-14,Standard Class
CA-2016-130820,2017-11-16,2017-11-20,Same Day
CA-2016-159765,2016-07-01,2016-07-01,Second Class
CA-2017-132290,2016-07-01,2016-07-01,Standard Class
CA-2016-147109,2016-07-01,2016-07-01,Standard Class
CA-2017-107265,2015-11-29,2015-11-30,Standard Class
CA-2017-118199,2014-04-07,2014-04-12,First Class
CA-2017-150091,2014-04-07,2014-04-12,Standard Class
CA-2016-137652,2016-06-16,2016-06-18,First Class
CA-2015-128356,2017-03-06,2017-03-10,Standard Class
CA-2017-167017,2017-10-07,2017-10-11,First Class
US-2017-132220,2017-10-06,2017-10-12,Standard Class
CA-2016-118129,2017-10-06,2017-10-12,Second Class
US-2014-113124,2017-10-06,2017-10-12,Standard Class
CA-2017-155621,2016-12-05,2016-12-07,Standard Class
US-2014-127635,2016-10-21,2016-10-22,Second Class
CA-2015-151470,2017-05-18,2017-05-23,Standard Class
CA-2015-112823,2017-05-18,2017-05-23,Standard Class
CA-2014-108861,2017-05-18,2017-05-23,Standard Class
CA-2017-114370,2016-09-26,2016-10-01,Second Class
CA-2016-158302,2017-11-17,2017-11-22,Second Class
CA-2017-145779,2015-07-08,2015-07-08,Standard Class
US-2016-155173,2015-11-16,2015-11-20,Standard Class
CA-2017-125451,2015-11-16,2015-11-20,First Class
CA-2014-131387,2015-06-18,2015-06-22,First Class
CA-2016-125087,2016-04-08,2016-04-14,Standard Class
CA-2016-154081,2015-04-18,2015-04-23,Standard Class
US-2017-118556,2016-12-03,2016-12-08,Second Class
CA-2014-126200,2016-12-03,2016-12-08,Standard Class
CA-2014-146500,2015-12-10,2015-12-10,Standard Class
CA-2015-169537,2015-12-10,2015-12-10,Second Class
CA-2014-100881,2015-12-10,2015-12-10,Standard Class
CA-2015-144043,2015-12-10,2015-12-10,Standard Class
CA-2015-116512,2014-10-31,2014-11-02,Standard Class
CA-2015-101000,2014-10-31,2014-11-02,Standard Class
CA-2016-168557,2014-10-31,2014-11-02,Standard Class
US-2016-164196,2014-10-31,2014-11-02,Standard Class
US-2017-132031,2014-10-31,2014-11-02,Standard Class
CA-2015-169733,2014-10-31,2014-11-02,Second Class
CA-2017-169404,2014-10-31,2014-11-02,Standard Class
CA-2017-134880,2017-12-09,2017-12-14,Standard Class
CA-2015-145758,2014-05-05,2014-05-09,Same Day
CA-2017-158736,2014-05-05,2014-05-09,Standard Class
US-2016-119270,2014-05-05,2014-05-09,Standard Class
CA-2014-109890,2016-03-04,2016-03-08,Standard Class
CA-2016-138583,2014-11-30,2014-12-04,Standard Class
US-2017-118535,2015-02-18,2015-02-22,Standard Class
CA-2016-126284,2017-04-01,2017-04-03,Standard Class
CA-2017-142391,2017-04-01,2017-04-03,Same Day
CA-2017-124716,2017-06-11,2017-06-13,Standard Class
CA-2016-158841,2017-06-11,2017-06-13,Second Class
CA-2017-106824,2017-06-11,2017-06-13,Standard Class
CA-2015-109190,2017-06-11,2017-06-13,Standard Class
CA-2016-143154,2017-06-11,2017-06-13,Standard Class
CA-2014-169061,2016-09-30,2016-10-03,Second Class
CA-2015-102316,2014-12-13,2014-12-17,Second Class
CA-2014-164903,2017-11-11,2017-11-16,Standard Class
CA-2016-109400,2015-01-05,2015-01-10,Standard Class
CA-2016-130400,2016-03-24,2016-03-26,Standard Class
CA-2015-135853,2017-07-05,2017-07-10,First Class
CA-2016-103359,2017-07-05,2017-07-10,Standard Class
CA-2016-144645,2017-07-05,2017-07-10,Standard Class
CA-2017-141614,2017-07-05,2017-07-10,Standard Class
CA-2015-122168,2017-07-05,2017-07-10,Standard Class
CA-2016-132899,2014-09-21,2014-09-24,Standard Class
CA-2017-149720,2014-09-21,2014-09-24,Second Class
CA-2017-118003,2016-07-23,2016-07-27,Standard Class
CA-2016-141887,2017-08-29,2017-09-03,Standard Class
US-2016-160206,2017-03-26,2017-03-28,Standard Class
CA-2017-133074,2017-12-29,2018-01-04,Standard Class
CA-2017-161172,2014-09-20,2014-09-26,Same Day
CA-2017-137624,2014-09-20,2014-09-26,Standard Class
CA-2016-156748,2016-04-04,2016-04-05,Standard Class
CA-2015-169677,2016-04-04,2016-04-05,Second Class
US-2014-163146,2014-03-26,2014-03-30,Standard Class
CA-2015-157343,2017-11-28,2017-12-04,Standard Class
CA-2017-147354,2017-11-28,2017-12-04,Standard Class
CA-2015-157287,2017-11-28,2017-12-04,First Class
CA-2014-137575,2016-12-01,2016-12-05,Standard Class
CA-2016-119074,2016-12-01,2016-12-05,Standard Class
CA-2015-149566,2014-09-19,2014-09-19,Standard Class
CA-2015-126186,2015-10-23,2015-10-23,First Class
CA-2015-121132,2015-10-23,2015-10-23,Standard Class
CA-2014-140473,2015-10-23,2015-10-23,Standard Class
US-2017-102904,2017-10-13,2017-10-16,Standard Class
CA-2016-102092,2017-10-13,2017-10-16,First Class
CA-2015-117884,2017-10-13,2017-10-16,Same Day
CA-2016-132829,2015-09-04,2015-09-09,Second Class
CA-2016-123540,2016-03-14,2016-03-16,Second Class
US-2017-108315,2017-10-28,2017-11-02,Standard Class
CA-2016-134110,2017-10-15,2017-10-19,First Class
US-2016-136581,2017-08-07,2017-08-11,First Class
CA-2016-162390,2017-09-21,2017-09-25,Standard Class
CA-2016-162222,2017-11-03,2017-11-08,Same Day
CA-2014-121629,2016-11-05,2016-11-09,Standard Class
CA-2015-164623,2016-11-05,2016-11-09,First Class
CA-2014-159849,2016-11-05,2016-11-09,Same Day
CA-2017-101273,2016-11-05,2016-11-09,Second Class
CA-2017-106747,2016-11-05,2016-11-09,First Class
CA-2017-146164,2017-06-25,2017-06-29,Standard Class
CA-2016-111605,2015-11-26,2015-11-30,Standard Class
CA-2014-130673,2016-11-24,2016-11-27,Second Class
CA-2014-104808,2017-07-21,2017-07-21,Second Class
US-2017-132927,2017-07-21,2017-07-21,Standard Class
CA-2017-162015,2015-10-23,2015-10-28,Standard Class
CA-2015-138492,2015-07-09,2015-07-13,Standard Class
CA-2017-145338,2017-08-18,2017-08-22,First Class
CA-2017-126676,2016-04-16,2016-04-20,First Class
CA-2017-101700,2016-04-16,2016-04-20,First Class
CA-2017-159667,2016-04-16,2016-04-20,Standard Class
CA-2014-111934,2014-11-14,2014-11-18,First Class
US-2016-117387,2014-11-14,2014-11-18,Standard Class
CA-2014-141110,2014-12-20,2014-12-23,Standard Class
US-2014-133949,2014-12-20,2014-12-23,Same Day
US-2016-116365,2015-11-21,2015-11-26,Standard Class
CA-2017-162936,2015-11-21,2015-11-26,Standard Class
CA-2014-151946,2015-11-21,2015-11-26,Standard Class
CA-2017-123624,2017-12-28,2018-01-03,Second Class
CA-2016-146437,2015-05-17,2015-05-21,Second Class
CA-2016-138233,2015-05-17,2015-05-21,Standard Class
CA-2016-165918,2017-12-09,2017-12-13,Standard Class
CA-2017-117513,2017-12-09,2017-12-13,Standard Class
CA-2017-132437,2017-12-09,2017-12-13,Second Class
US-2017-119319,2017-03-10,2017-03-16,Second Class
CA-2017-104318,2017-10-22,2017-10-27,Standard Class
US-2016-114230,2017-07-03,2017-07-10,Standard Class
CA-2015-136147,2017-09-04,2017-09-10,Standard Class
CA-2015-156118,2017-08-23,2017-08-26,Standard Class
CA-2015-164084,2017-08-23,2017-08-26,Standard Class
CA-2016-107783,2017-08-23,2017-08-26,First Class
CA-2017-159793,2017-08-23,2017-08-26,Standard Class
CA-2014-160094,2017-08-23,2017-08-26,First Class
CA-2017-151281,2014-08-22,2014-08-25,Standard Class
CA-2017-118346,2016-10-04,2016-10-04,First Class
CA-2014-129819,2014-10-26,2014-10-30,Second Class
US-2017-148551,2014-10-26,2014-10-30,Standard Class
CA-2017-147767,2016-06-28,2016-06-28,Same Day
CA-2015-108259,2016-06-28,2016-06-28,Standard Class
CA-2016-113341,2014-11-04,2014-11-11,Standard Class
US-2015-131842,2014-11-04,2014-11-11,First Class
CA-2016-164574,2014-11-04,2014-11-11,Standard Class
CA-2014-142769,2014-11-04,2014-11-11,Same Day
CA-2016-168361,2014-11-04,2014-11-11,Standard Class
CA-2016-153185,2014-09-08,2014-09-12,Standard Class
CA-2017-124765,2015-06-25,2015-07-01,Standard Class
CA-2015-131856,2015-06-25,2015-07-01,Standard Class
CA-2017-126634,2015-06-25,2015-07-01,Second Class
CA-2016-118500,2015-07-26,2015-08-02,First Class
CA-2016-163951,2017-12-07,2017-12-11,First Class
CA-2016-149916,2014-12-29,2015-01-03,Second Class
CA-2015-158918,2014-12-29,2015-01-03,Second Class
US-2014-159611,2015-02-14,2015-02-19,Second Class
CA-2017-163265,2015-02-14,2015-02-19,Standard Class
CA-2017-141705,2015-02-14,2015-02-19,First Class
CA-2016-112739,2015-02-14,2015-02-19,Second Class
CA-2016-143805,2015-02-14,2015-02-19,Second Class
CA-2014-133634,2016-01-25,2016-01-27,Standard Class
CA-2017-101665,2016-01-25,2016-01-27,Standard Class
CA-2016-155446,2017-04-01,2017-04-07,Standard Class
CA-2017-137323,2017-10-03,2017-10-09,Second Class
CA-2016-144015,2017-10-03,2017-10-09,Same Day
CA-2014-101427,2017-09-01,2017-09-06,Standard Class
CA-2016-136770,2017-09-01,2017-09-06,Standard Class
CA-2016-118311,2015-12-21,2015-12-27,Standard Class
US-2014-112795,2015-12-21,2015-12-27,Second Class
CA-2017-127096,2015-12-20,2015-12-24,Second Class
CA-2017-119284,2015-12-20,2015-12-24,Standard Class
CA-2015-133494,2015-11-27,2015-12-01,Standard Class
CA-2016-111318,2015-11-27,2015-12-01,First Class
US-2014-132745,2017-08-27,2017-09-01,Standard Class
CA-2014-146815,2014-03-22,2014-03-22,Standard Class
CA-2014-119144,2017-12-17,2017-12-21,First Class
CA-2014-105648,2017-03-19,2017-03-22,Standard Class
US-2015-145422,2017-03-19,2017-03-22,Standard Class
CA-2017-136623,2017-03-19,2017-03-22,Standard Class
CA-2017-121678,2017-03-19,2017-03-22,Second Class
CA-2016-120824,2016-09-18,2016-09-25,Second Class
US-2016-135209,2016-09-18,2016-09-25,Second Class
CA-2017-148145,2017-11-24,2017-11-29,Standard Class
CA-2015-103870,2017-11-24,2017-11-29,Standard Class
CA-2015-111017,2017-04-11,2017-04-15,Standard Class
CA-2017-116988,2017-04-11,2017-04-15,Second Class
US-2014-169390,2017-12-10,2017-12-12,Second Class
CA-2016-168774,2017-12-10,2017-12-12,Standard Class
CA-2017-161592,2017-11-24,2017-11-26,Standard Class
US-2017-131961,2015-12-04,2015-12-07,First Class
CA-2016-102498,2015-12-04,2015-12-07,First Class
CA-2015-113222,2017-12-11,2017-12-11,Same Day
US-2015-144771,2017-12-11,2017-12-11,First Class
CA-2015-162376,2017-12-11,2017-12-11,Second Class
CA-2017-128076,2016-05-21,2016-05-23,Standard Class
US-2015-163825,2017-02-17,2017-02-21,First Class
CA-2016-105662,2017-05-20,2017-05-22,Standard Class
CA-2017-152198,2017-05-20,2017-05-22,First Class
CA-2016-114307,2017-05-20,2017-05-22,Standard Class
CA-2016-159891,2017-05-20,2017-05-22,Standard Class
CA-2016-112578,2017-05-20,2017-05-22,Standard Class
CA-2015-107083,2017-09-11,2017-09-13,Standard Class
CA-2015-151722,2017-09-11,2017-09-13,Standard Class
CA-2016-151148,2016-11-05,2016-11-10,Same Day
CA-2017-115882,2016-11-05,2016-11-10,First Class
CA-2015-132276,2016-11-05,2016-11-10,Standard Class
CA-2016-163636,2017-07-23,2017-07-25,Second Class
CA-2016-102813,2017-07-23,2017-07-25,First Class
CA-2017-135377,2016-11-18,2016-11-24,Standard Class
CA-2015-165813,2014-04-25,2014-04-30,Second Class
CA-2015-133585,2014-04-25,2014-04-30,First Class
CA-2016-116911,2014-04-25,2014-04-30,Standard Class
US-2017-129224,2015-11-30,2015-12-02,Standard Class
CA-2017-145765,2015-11-30,2015-12-02,Standard Class
CA-2017-126914,2015-10-25,2015-10-30,Standard Class
CA-2015-169572,2015-10-25,2015-10-30,Standard Class
CA-2017-162075,2015-07-20,2015-07-27,Standard Class
CA-2014-162992,2015-07-20,2015-07-27,First Class
CA-2016-106397,2015-07-20,2015-07-27,Standard Class
US-2016-150140,2015-07-20,2015-07-27,Standard Class
CA-2014-116666,2016-10-27,2016-11-02,First Class
CA-2017-148992,2016-10-27,2016-11-02,Standard Class
CA-2016-140935,2017-11-20,2017-11-22,First Class
CA-2014-157644,2017-11-20,2017-11-22,First Class
US-2017-100398,2017-11-20,2017-11-22,Standard Class
CA-2016-113082,2017-11-20,2017-11-22,Standard Class
US-2017-110646,2016-09-08,2016-09-12,Standard Class
CA-2017-120614,2016-09-08,2016-09-12,Standard Class
US-2016-140172,2014-07-20,2014-07-20,Standard Class
CA-2015-127754,2014-07-20,2014-07-20,Standard Class
CA-2015-144274,2016-11-15,2016-11-19,Second Class
CA-2015-142930,2014-07-07,2014-07-11,Standard Class
CA-2017-100622,2014-07-07,2014-07-11,Standard Class
CA-2017-117156,2016-03-17,2016-03-17,Second Class
CA-2015-115399,2016-03-17,2016-03-17,First Class
US-2014-157847,2016-03-17,2016-03-17,Second Class
CA-2015-115168,2016-12-26,2016-12-27,Standard Class
CA-2014-109680,2014-09-02,2014-09-04,First Class
CA-2016-167983,2015-07-05,2015-07-10,Second Class
CA-2015-145324,2015-07-05,2015-07-10,Standard Class
CA-2015-153423,2016-11-20,2016-11-25,Standard Class
US-2017-132675,2016-11-20,2016-11-25,Standard Class
CA-2014-153808,2016-11-20,2016-11-25,Second Class
US-2016-112396,2014-05-06,2014-05-11,Standard Class
CA-2014-141173,2014-05-06,2014-05-11,Second Class
CA-2017-156664,2014-06-21,2014-06-24,Standard Class
CA-2015-140718,2014-06-21,2014-06-24,First Class
CA-2014-119977,2014-06-21,2014-06-24,Second Class
US-2015-115343,2017-08-19,2017-08-23,First Class
CA-2017-163671,2014-11-29,2014-12-06,Standard Class
CA-2017-135909,2014-11-29,2014-12-06,Standard Class
US-2017-114356,2017-04-09,2017-04-12,Standard Class
CA-2015-125934,2014-12-20,2014-12-27,Standard Class
CA-2015-158148,2014-12-17,2014-12-24,Standard Class
CA-2014-120411,2015-11-17,2015-11-21,First Class
CA-2016-158260,2014-03-04,2014-03-09,Standard Class
CA-2017-101805,2017-05-18,2017-05-19,Standard Class
US-2014-105137,2017-05-18,2017-05-19,Same Day
CA-2017-142489,2017-05-18,2017-05-19,Second Class
US-2016-141264,2017-05-18,2017-05-19,Standard Class
CA-2017-126928,2017-05-18,2017-05-19,Standard Class
US-2015-107944,2017-09-22,2017-09-28,First Class
CA-2016-135594,2017-03-21,2017-03-27,Second Class
US-2017-115252,2017-09-14,2017-09-14,Standard Class
CA-2014-107398,2016-11-03,2016-11-08,Standard Class
CA-2014-169642,2016-11-03,2016-11-08,Second Class
CA-2017-103968,2016-11-03,2016-11-08,Standard Class
CA-2016-147256,2016-11-03,2016-11-08,Second Class
CA-2016-162159,2016-11-03,2016-11-08,First Class
CA-2015-111038,2016-05-03,2016-05-08,Standard Class
CA-2014-124723,2016-05-03,2016-05-08,Standard Class
CA-2016-167241,2016-05-03,2016-05-08,Standard Class
CA-2015-163237,2016-12-27,2017-01-02,Second Class
CA-2016-150483,2016-12-27,2017-01-02,Standard Class
US-2016-126431,2016-07-22,2016-07-26,Same Day
CA-2016-139934,2016-07-22,2016-07-26,First Class
CA-2015-109603,2016-07-22,2016-07-26,Standard Class
CA-2017-160661,2016-07-22,2016-07-26,Standard Class
CA-2017-102610,2014-11-16,2014-11-21,Standard Class
US-2016-144057,2014-11-16,2014-11-21,Standard Class
CA-2014-160276,2014-11-16,2014-11-21,Standard Class
CA-2014-132983,2014-11-16,2014-11-21,Standard Class
CA-2016-145709,2015-06-19,2015-06-23,Standard Class
CA-2017-133928,2015-06-19,2015-06-23,Standard Class
CA-2016-168032,2015-06-19,2015-06-23,Standard Class
CA-2015-143616,2016-07-04,2016-07-06,Second Class
US-2015-168704,2016-07-04,2016-07-06,Standard Class
CA-2017-143252,2016-07-04,2016-07-06,Standard Class
CA-2016-102134,2016-07-04,2016-07-06,Standard Class
CA-2017-130036,2015-09-03,2015-09-08,Same Day
CA-2015-134117,2015-09-03,2015-09-08,Second Class
CA-2014-130918,2017-08-07,2017-08-12,Second Class
CA-2016-159023,2017-03-13,2017-03-20,First Class
CA-2017-111717,2017-09-28,2017-10-01,Standard Class
CA-2014-154592,2017-09-28,2017-10-01,First Class
CA-2014-128622,2017-09-28,2017-10-01,Second Class
CA-2017-148355,2017-09-28,2017-10-01,Standard Class
CA-2014-132913,2017-09-28,2017-10-01,First Class
CA-2017-150910,2017-09-28,2017-10-01,Standard Class
CA-2014-156790,2015-08-07,2015-08-11,Second Class
CA-2014-126480,2017-11-24,2017-12-01,Standard Class
CA-2017-105620,2017-11-24,2017-12-01,First Class
CA-2017-150266,2017-11-24,2017-12-01,Standard Class
CA-2016-157280,2017-11-24,2017-12-01,First Class
CA-2017-106691,2017-05-08,2017-05-12,Standard Class
CA-2016-134180,2017-09-29,2017-09-29,Standard Class
CA-2014-166730,2017-09-29,2017-09-29,First Class
CA-2017-157469,2017-09-29,2017-09-29,Standard Class
CA-2017-122308,2017-09-29,2017-09-29,Standard Class
US-2014-149034,2017-09-29,2017-09-29,First Class
CA-2017-159226,2017-09-29,2017-09-29,Second Class
CA-2017-156622,2017-10-22,2017-10-22,First Class
CA-2014-119529,2017-10-22,2017-10-22,Second Class
CA-2015-150413,2014-03-24,2014-03-28,Second Class
CA-2014-108182,2016-11-03,2016-11-08,Second Class
CA-2016-110898,2016-11-03,2016-11-08,Standard Class
CA-2015-123092,2016-11-03,2016-11-08,Standard Class
US-2015-128587,2016-11-03,2016-11-08,Standard Class
US-2017-139577,2016-11-03,2016-11-08,Standard Class
CA-2017-159100,2016-11-03,2016-11-08,Standard Class
CA-2014-109043,2016-11-03,2016-11-08,First Class
US-2017-116491,2015-09-05,2015-09-11,First Class
CA-2017-122763,2015-09-05,2015-09-11,Same Day
CA-2017-137785,2015-09-05,2015-09-11,Standard Class
CA-2014-133389,2017-08-14,2017-08-21,Same Day
CA-2014-103807,2014-12-01,2014-12-03,Standard Class
CA-2015-102855,2014-12-01,2014-12-03,Same Day
CA-2017-107825,2014-12-01,2014-12-03,Same Day
CA-2017-106047,2014-12-01,2014-12-03,Standard Class
CA-2017-127803,2017-06-18,2017-06-23,Standard Class
CA-2015-137071,2017-06-18,2017-06-23,First Class
CA-2016-121447,2017-12-02,2017-12-09,First Class
CA-2017-143084,2014-11-21,2014-11-26,Standard Class
CA-2016-131639,2016-04-10,2016-04-16,Standard Class
CA-2016-161361,2016-04-10,2016-04-16,Second Class
CA-2014-100706,2014-06-30,2014-07-04,Second Class
CA-2015-129525,2014-06-30,2014-07-04,Standard Class
US-2016-141880,2014-12-24,2014-12-29,First Class
CA-2015-165799,2014-12-24,2014-12-29,First Class
CA-2016-102127,2014-12-24,2014-12-29,Standard Class
US-2016-152415,2014-12-24,2014-12-29,Standard Class
CA-2014-138198,2014-12-24,2014-12-29,Standard Class
CA-2017-128041,2014-12-24,2014-12-29,Same Day
CA-2017-105823,2017-05-23,2017-05-29,Standard Class
CA-2014-152268,2016-11-10,2016-11-14,Standard Class
CA-2015-148873,2016-11-10,2016-11-14,Standard Class
CA-2015-166492,2016-10-02,2016-10-03,First Class
CA-2017-157420,2016-09-06,2016-09-08,Same Day
CA-2016-117121,2016-10-27,2016-11-01,Standard Class
CA-2014-138177,2017-10-22,2017-10-26,Standard Class
CA-2014-114335,2016-09-15,2016-09-20,Standard Class
CA-2015-168760,2016-09-15,2016-09-20,Second Class
CA-2016-168830,2016-09-25,2016-10-01,Standard Class
CA-2017-137463,2017-06-10,2017-06-14,Second Class
CA-2014-124513,2014-02-20,2014-02-26,Standard Class
CA-2015-165554,2014-02-20,2014-02-26,Standard Class
CA-2014-141838,2017-02-20,2017-02-25,Second Class
CA-2017-117009,2014-11-02,2014-11-06,Standard Class
CA-2015-128993,2014-11-02,2014-11-06,Second Class
CA-2015-160227,2017-07-17,2017-07-23,First Class
CA-2015-149097,2017-07-17,2017-07-23,Standard Class
CA-2016-132304,2017-07-17,2017-07-23,Standard Class
CA-2015-136420,2017-09-08,2017-09-10,First Class
CA-2016-101623,2016-11-14,2016-11-18,Standard Class
US-2014-151015,2016-11-14,2016-11-17,Standard Class
CA-2017-152968,2016-11-14,2016-11-17,Standard Class
CA-2016-150077,2014-10-10,2014-10-10,Standard Class
CA-2016-106278,2014-10-10,2014-10-10,Second Class
CA-2017-147550,2015-03-19,2015-03-26,First Class
CA-2015-136105,2017-07-08,2017-07-12,Standard Class
CA-2016-142524,2017-07-08,2017-07-12,Standard Class
CA-2014-136336,2017-07-08,2017-07-12,Standard Class
US-2015-136259,2017-07-08,2017-07-12,First Class
US-2014-124625,2015-02-27,2015-03-02,Standard Class
CA-2016-108105,2015-02-27,2015-03-02,Standard Class
CA-2017-166898,2017-06-16,2017-06-21,Second Class
CA-2017-169005,2017-03-30,2017-03-31,Standard Class
CA-2015-104038,2015-07-12,2015-07-17,First Class
CA-2016-126102,2015-07-12,2015-07-17,Second Class
CA-2016-143406,2015-07-12,2015-07-17,Standard Class
CA-2015-150308,2015-07-12,2015-07-17,Standard Class
CA-2016-131093,2015-07-12,2015-07-17,Second Class
US-2017-148831,2015-07-12,2015-07-17,First Class
CA-2015-162950,2015-07-12,2015-07-17,Second Class
US-2015-132836,2017-04-30,2017-05-02,Standard Class
US-2014-158365,2014-07-13,2014-07-17,Standard Class
CA-2017-152933,2014-12-27,2015-01-02,Standard Class
CA-2015-163181,2014-12-27,2015-01-02,Standard Class
CA-2015-132941,2016-02-27,2016-03-01,First Class
CA-2014-132010,2015-03-23,2015-03-26,First Class
CA-2016-135461,2015-03-23,2015-03-26,Second Class
CA-2017-153045,2017-10-21,2017-10-28,Second Class
US-2016-155971,2014-12-31,2015-01-05,Standard Class
CA-2017-122007,2014-05-05,2014-05-08,Second Class
CA-2017-162250,2015-12-04,2015-12-09,Same Day
US-2016-158288,2015-12-04,2015-12-09,Second Class
CA-2016-128916,2015-12-04,2015-12-09,Second Class
CA-2015-157028,2017-09-26,2017-09-30,Standard Class
CA-2017-112473,2014-12-09,2014-12-14,Standard Class
US-2017-147655,2017-12-03,2017-12-10,First Class
CA-2016-130911,2017-12-03,2017-12-10,Second Class
CA-2017-100055,2017-12-03,2017-12-10,Standard Class
CA-2015-157805,2015-11-08,2015-11-13,Standard Class
CA-2016-124254,2014-04-19,2014-04-21,Standard Class
CA-2014-123400,2015-05-25,2015-05-27,Standard Class
CA-2014-106971,2015-05-25,2015-05-27,Standard Class
CA-2017-123029,2017-07-17,2017-07-21,Second Class
CA-2016-139409,2016-12-12,2016-12-18,First Class
US-2017-166688,2016-12-12,2016-12-18,Standard Class
CA-2015-126970,2016-12-12,2016-12-18,Standard Class
US-2016-165505,2016-12-12,2016-12-18,Standard Class
US-2014-157070,2014-04-11,2014-04-16,Standard Class
US-2015-106873,2015-06-09,2015-06-15,Second Class
CA-2016-132990,2014-07-27,2014-08-02,Second Class
CA-2014-102645,2015-07-31,2015-08-06,Standard Class
CA-2014-134215,2016-09-19,2016-09-22,Standard Class
CA-2016-118934,2016-06-10,2016-06-12,Standard Class
CA-2016-160108,2016-08-26,2016-08-28,Standard Class
CA-2015-164007,2017-11-02,2017-11-04,Standard Class
CA-2016-100300,2017-11-02,2017-11-04,Second Class
CA-2016-140571,2017-11-02,2017-11-04,Standard Class
US-2016-155768,2017-11-02,2017-11-04,Same Day
CA-2017-119424,2017-11-02,2017-11-04,Second Class
CA-2016-118178,2017-11-02,2017-11-04,Standard Class
CA-2016-166618,2016-12-26,2016-12-31,Standard Class
CA-2017-156776,2016-12-26,2016-12-31,Standard Class
